Time (ms),dshot,Voltage (V),Current (A),RPM,Thrust (g)
3614,118,0.00,0.00,0,0
3616,118,16.87,0.00,0,0
3617,118,16.87,0.00,0,0
3619,118,16.87,0.00,0,0
3620,118,16.87,0.00,0,0
3622,118,16.87,0.00,0,0
3623,118,16.87,0.00,0,0
3625,118,16.87,0.00,0,0
3626,118,16.87,0.00,0,0
3628,118,16.87,0.00,0,0
3629,118,16.87,0.00,0,0
3631,118,16.87,0.00,0,0
3632,118,16.87,0.00,0,0
3637,118,16.87,0.00,0,0
3638,118,16.87,0.00,0,0
3640,118,16.87,0.00,0,0
3641,118,16.87,0.00,0,0
3643,118,16.87,0.00,0,0
3644,118,16.87,0.00,0,0
3646,118,16.87,0.00,0,0
3648,118,16.87,0.00,0,0
3650,118,16.87,0.00,0,0
3653,118,16.87,0.00,0,0
3655,118,16.87,0.00,0,0
3657,118,16.87,0.00,0,0
3659,118,16.87,0.00,0,0
3661,118,16.87,0.00,0,0
3663,118,16.87,0.00,0,0
3666,118,16.87,0.00,0,0
3668,118,16.87,0.00,0,0
3670,118,16.87,0.00,0,0
3672,118,16.87,0.00,0,0
3675,118,16.87,0.00,0,0
3676,118,16.87,0.00,0,0
3679,118,16.87,0.00,0,0
3681,118,16.87,0.00,0,0
3683,118,16.87,0.00,0,0
3685,118,16.87,0.00,0,0
3687,118,16.87,0.00,0,0
3690,118,16.87,0.00,0,0
3692,118,16.87,0.00,0,0
3697,118,16.87,0.00,0,0
3698,118,16.87,0.00,0,0
3700,118,16.87,0.00,0,0
3701,118,16.87,0.00,0,0
3703,118,16.87,0.00,0,0
3705,118,16.87,0.00,0,0
3707,118,16.87,0.00,0,0
3709,118,16.87,0.00,0,0
3711,118,16.87,0.00,0,0
3713,118,16.87,0.00,0,0
3715,118,16.87,0.00,0,0
3718,118,16.87,0.00,0,0
3720,118,16.87,0.00,0,0
3722,118,16.87,0.00,0,0
3724,118,16.87,0.00,0,0
3726,118,16.87,0.00,0,0
3729,118,16.87,0.00,0,0
3731,118,16.87,0.00,0,0
3733,118,16.87,0.00,0,0
3735,118,16.87,0.00,0,0
3737,118,16.87,0.00,0,0
3739,118,16.87,0.00,0,0
3742,118,16.87,0.00,0,0
3744,118,16.87,0.00,0,0
3746,118,16.87,0.00,0,0
3748,118,16.87,0.00,0,0
3750,118,16.87,0.00,0,0
3752,118,16.87,0.00,0,0
3755,118,16.87,0.00,0,0
3757,118,16.87,0.00,0,0
3759,118,16.87,0.00,0,0
3761,118,16.87,0.10,0,0
3763,118,16.87,0.10,0,0
3765,118,16.87,0.10,0,0
3768,118,16.87,0.20,0,0
3770,118,16.87,0.50,0,0
3772,118,16.87,1.00,0,0
3775,118,16.87,1.60,0,0
3776,118,16.87,2.10,0,0
3778,118,16.87,2.40,0,0
3781,118,16.87,3.10,714,0
3783,118,16.87,3.80,714,0
3785,118,16.87,4.40,714,0
3788,118,16.87,4.80,714,0
3790,118,16.87,5.00,714,0
3792,118,16.87,5.30,714,0
3795,118,16.87,6.50,714,0
3797,118,16.86,6.10,714,0
3799,118,16.86,5.70,714,0
3802,118,16.86,5.60,714,0
3804,118,16.86,5.60,257,0
3806,118,16.86,5.90,257,1
3809,118,16.86,5.70,257,1
3811,118,16.86,5.40,257,1
3813,118,16.86,5.10,257,1
3816,118,16.86,5.20,785,1
3818,118,16.86,5.50,785,2
3820,118,16.86,5.60,785,2
3823,118,16.86,5.30,785,2
3825,118,16.86,5.40,785,2
3827,118,16.86,5.40,785,2
3830,118,16.86,5.20,785,2
3832,118,16.86,5.10,785,2
3835,118,16.86,5.00,785,2
3837,118,16.86,4.80,785,2
3839,118,16.86,4.50,785,2
3842,118,16.86,4.50,1200,2
3844,118,16.86,4.30,1200,2
3846,118,16.86,4.00,1200,2
3849,118,16.86,4.20,1200,2
3851,118,16.86,4.10,1200,2
3854,118,16.86,4.00,1200,3
3856,118,16.86,3.90,1285,3
3859,118,16.86,3.90,1285,3
3861,118,16.86,3.50,1285,3
3863,118,16.86,3.50,1285,3
3866,118,16.87,3.50,1285,2
3868,118,16.87,3.20,1285,2
3871,118,16.87,3.40,1328,2
3873,118,16.87,3.10,1328,2
3876,118,16.87,3.00,1328,2
3878,118,16.86,3.00,1328,2
3880,118,16.86,2.80,1328,2
3883,118,16.86,2.70,1328,2
3885,118,16.87,2.80,1328,2
3888,118,16.87,2.60,1328,2
3890,118,16.87,2.90,1357,2
3893,118,16.87,2.70,1357,2
3895,118,16.87,2.70,1357,2
3897,118,16.87,2.60,1357,2
3900,118,16.87,2.50,1357,3
3902,118,16.87,2.40,1357,3
3905,118,16.87,2.40,1357,3
3907,118,16.87,2.30,1357,3
3910,118,16.87,2.50,1357,3
3912,118,16.87,2.50,1357,3
3915,118,16.87,2.40,1357,3
3917,118,16.87,2.30,1357,3
3919,118,16.87,2.30,1357,3
3922,118,16.87,2.10,1357,3
3924,118,16.87,2.10,1371,3
3927,118,16.87,2.10,1371,3
3929,118,16.87,1.90,1371,3
3931,118,16.87,2.10,1371,3
3937,118,16.87,1.80,1371,3
3938,118,16.87,1.70,1371,3
3940,118,16.87,1.90,1371,3
3941,118,16.87,2.10,1371,3
3944,118,16.87,1.90,1371,3
3946,118,16.87,1.90,1371,3
3948,118,16.87,1.80,1371,3
3951,118,16.87,1.80,1371,3
3953,118,16.87,1.70,1371,3
3956,118,16.87,1.70,1371,3
3958,118,16.87,1.60,1371,2
3961,118,16.87,1.60,1371,2
3963,118,16.87,1.70,1371,2
3965,118,16.87,1.80,1371,2
3968,118,16.87,1.70,1371,2
3970,118,16.87,1.70,1371,2
3973,118,16.87,1.60,1371,2
3975,118,16.87,1.80,1371,2
3978,118,16.87,1.80,1371,2
3980,118,16.87,1.70,1371,2
3983,118,16.87,1.60,1371,2
3985,118,16.87,1.80,1371,2
3987,118,16.87,1.80,1371,2
3990,118,16.87,1.70,1371,2
3992,118,16.87,1.70,1371,2
3995,118,16.87,1.60,1371,2
3997,118,16.87,1.70,1371,2
4000,118,16.87,1.70,1371,2
4002,1047,16.87,1.60,1371,2
4005,1047,16.87,1.70,1371,2
4007,1047,16.86,1.70,1371,2
4009,1047,16.86,1.70,1371,2
4012,1047,16.86,1.60,1371,2
4015,1047,16.87,1.70,1371,2
4017,1047,16.87,4.10,1371,2
4020,1047,16.68,12.40,1371,2
4022,1047,16.68,11.70,1371,2
4025,1047,16.66,19.10,1800,2
4027,1047,16.66,21.90,1800,4
4030,1047,16.66,29.70,1800,4
4033,1047,16.46,31.10,1800,4
4035,1047,16.45,49.60,1800,4
4038,1047,16.22,72.50,1800,4
4041,1047,16.17,78.20,1800,12
4043,1047,16.11,99.80,3514,12
4046,1047,16.09,128.90,3514,12
4049,1047,16.25,132.60,3514,12
4051,1047,16.25,131.40,3514,37
4055,1047,16.18,137.40,3514,37
4057,1047,16.30,132.00,3514,37
4060,1047,16.26,139.60,3514,37
4063,1047,16.43,142.80,7700,96
4065,1047,16.44,135.70,7700,96
4068,1047,16.50,130.30,7700,96
4071,1047,16.53,131.00,7700,96
4074,1047,16.50,130.80,7700,157
4076,1047,16.50,126.80,7700,157
4079,1047,16.58,123.90,9957,157
4082,1047,16.60,119.60,9957,157
4085,1047,16.58,118.10,9957,157
4088,1047,16.61,113.30,9957,202
4091,1047,16.64,108.40,9957,202
4094,1047,16.64,105.30,9957,202
4096,1047,16.63,101.80,10985,202
4100,1047,16.65,99.50,10985,233
4102,1047,16.67,95.40,10985,233
4105,1047,16.68,92.10,10985,233
4108,1047,16.66,87.80,10985,233
4111,1047,16.68,83.20,10985,253
4114,1047,16.68,80.20,12000,253
4117,1047,16.69,77.00,12000,253
4119,1047,16.70,74.90,12000,253
4122,1047,16.68,72.40,12000,266
4125,1047,16.70,71.00,12000,266
4128,1047,16.71,67.40,12242,266
4131,1047,16.70,66.00,12242,266
4137,1047,16.72,53.70,12628,277
4138,1047,16.73,53.40,12628,277
4140,1047,16.72,52.90,12657,277
4142,1047,16.72,53.70,12657,277
4145,1047,16.72,52.70,12657,283
4148,1047,16.73,51.70,12657,283
4151,1047,16.71,50.10,12657,283
4157,1047,16.73,48.60,12457,286
4158,1047,16.72,49.60,12457,286
4160,1047,16.73,48.80,12457,286
4162,1047,16.73,47.30,12457,286
4165,1047,16.72,46.60,12457,286
4168,1047,16.73,46.40,12457,289
4171,1047,16.73,45.70,12457,289
4177,1047,16.73,45.10,12457,289
4178,1047,16.72,43.70,12457,289
4180,1047,16.73,42.90,12457,292
4182,1047,16.73,43.10,12457,292
4185,1047,16.73,44.30,12457,292
4188,1047,16.73,44.70,12457,292
4191,1047,16.73,45.70,12400,294
4197,1047,16.74,43.20,12400,294
4198,1047,16.72,43.40,12400,294
4200,1047,16.73,43.60,12400,294
4203,1047,16.73,45.30,12400,294
4205,1047,16.72,45.20,12428,294
4208,1047,16.74,43.40,12428,294
4211,1047,16.74,43.70,12428,294
4215,1047,16.73,42.60,12428,297
4217,1047,16.71,44.80,12428,297
4220,1047,16.73,43.70,12428,297
4223,1047,16.72,43.40,12728,297
4226,1047,16.73,43.70,12728,297
4228,1047,16.73,41.90,12728,297
4231,1047,16.73,41.60,12728,297
4235,1047,16.73,41.30,12728,297
4237,1047,16.74,42.20,12728,298
4240,1047,16.73,41.00,12528,298
4243,1047,16.73,42.30,12528,298
4246,1047,16.73,42.00,12528,298
4249,1047,16.74,40.00,12528,299
4251,1047,16.72,39.80,12528,299
4255,1047,16.73,40.90,12528,299
4257,1047,16.74,42.50,12414,299
4260,1047,16.73,40.90,12414,299
4263,1047,16.73,41.80,12414,298
4266,1047,16.73,40.40,12414,298
4268,1047,16.74,40.60,12414,298
4271,1047,16.72,41.70,12414,298
4275,1047,16.73,44.00,12414,298
4277,1047,16.74,43.90,12185,298
4280,1047,16.73,42.10,12185,298
4283,1047,16.73,42.30,12185,298
4286,1047,16.73,41.30,12185,297
4288,1047,16.73,41.50,12185,297
4291,1047,16.73,42.50,12185,297
4295,1047,16.73,43.50,12500,297
4297,1047,16.74,41.80,12500,296
4300,1047,16.73,42.10,12500,296
4303,1047,16.73,41.40,12500,296
4306,1047,16.74,41.40,12500,296
