Time (ms),dshot,Voltage (V),Current (A),RPM,Thrust (g)
3609,118,0.00,0.00,0,2
3611,118,25.06,0.00,0,2
3614,118,25.06,0.00,0,2
3615,118,25.06,0.00,0,2
3617,118,25.06,0.00,0,2
3618,118,25.06,0.00,0,1
3620,118,25.06,0.00,0,1
3621,118,25.06,0.00,0,1
3623,118,25.06,0.00,0,1
3624,118,25.06,0.00,0,1
3626,118,25.06,0.00,0,1
3627,118,25.06,0.00,0,1
3629,118,25.06,0.00,0,1
3630,118,25.06,0.00,0,1
3635,118,25.06,0.00,0,1
3636,118,25.06,0.00,0,1
3638,118,25.06,0.00,0,1
3639,118,25.06,0.00,0,1
3641,118,25.06,0.00,0,2
3642,118,25.06,0.00,0,2
3644,118,25.06,0.00,0,2
3646,118,25.06,0.00,0,2
3648,118,25.06,0.00,0,2
3650,118,25.06,0.00,0,2
3653,118,25.06,0.00,0,2
3655,118,25.06,0.00,0,2
3657,118,25.06,0.00,0,2
3659,118,25.06,0.00,0,2
3661,118,25.06,0.00,0,2
3663,118,25.06,0.00,0,2
3665,118,25.06,0.00,0,1
3668,118,25.06,0.00,0,1
3670,118,25.06,0.00,0,1
3675,118,25.06,0.00,0,1
3676,118,25.06,0.00,0,1
3678,118,25.06,0.00,0,1
3679,118,25.06,0.00,0,1
3681,118,25.06,0.00,0,1
3683,118,25.06,0.00,0,1
3685,118,25.06,0.00,0,1
3687,118,25.06,0.00,0,1
3689,118,25.06,0.00,0,1
3691,118,25.06,0.00,0,1
3694,118,25.06,0.00,0,1
3696,118,25.06,0.00,0,1
3698,118,25.06,0.00,0,1
3700,118,25.06,0.00,0,1
3702,118,25.06,0.00,0,1
3704,118,25.06,0.00,0,1
3707,118,25.06,0.00,0,1
3709,118,25.06,0.00,0,1
3711,118,25.06,0.00,0,1
3713,118,25.06,0.00,0,1
3715,118,25.06,0.00,0,1
3717,118,25.06,0.00,0,1
3720,118,25.06,0.00,0,1
3722,118,25.06,0.00,0,1
3724,118,25.06,0.00,0,1
3726,118,25.06,0.00,0,1
3728,118,25.06,0.00,0,1
3730,118,25.06,0.00,0,1
3733,118,25.06,0.00,0,1
3735,118,25.06,0.00,0,1
3737,118,25.06,0.00,0,1
3739,118,25.06,0.00,0,1
3741,118,25.06,0.00,0,1
3743,118,25.06,0.00,0,1
3746,118,25.06,0.00,0,1
3748,118,25.06,0.00,0,1
3750,118,25.06,0.00,0,1
3753,118,25.06,0.00,0,1
3754,118,25.06,0.00,0,1
3757,118,25.06,0.00,0,1
3759,118,25.06,0.10,0,1
3761,118,25.06,0.10,0,1
3763,118,25.06,0.10,0,1
3765,118,25.06,0.10,0,1
3767,118,25.06,0.20,0,1
3770,118,25.06,0.40,0,2
3772,118,25.06,1.20,0,2
3774,118,25.06,1.80,0,2
3776,118,25.06,2.50,0,2
3778,118,25.06,3.20,0,2
3780,118,25.06,4.10,0,2
3783,118,25.06,4.60,0,2
3785,118,25.06,5.00,600,2
3787,118,25.06,5.80,600,2
3789,118,25.06,6.60,600,2
3792,118,25.06,7.10,600,2
3794,118,25.06,8.00,600,1
3796,118,24.99,8.10,600,1
3799,118,24.99,7.80,600,1
3801,118,24.99,7.80,600,1
3803,118,24.99,7.90,271,1
3806,118,25.00,8.20,271,3
3808,118,25.00,7.70,271,3
3811,118,25.00,7.60,271,3
3813,118,25.00,8.00,271,3
3815,118,24.98,8.60,271,3
3818,118,24.98,8.00,1271,5
3820,118,25.01,8.30,1271,5
3822,118,25.01,7.80,1271,5
3825,118,25.01,7.50,1271,5
3827,118,25.01,7.60,1271,5
3830,118,25.02,7.50,1271,6
3833,118,25.02,7.20,1271,6
3835,118,25.03,7.30,1271,6
3837,118,25.03,6.90,1271,6
3840,118,25.03,7.00,1671,7
3842,118,25.03,6.80,1671,7
3844,118,25.04,6.50,1671,7
3847,118,25.04,6.30,1671,7
3849,118,25.04,6.60,1671,7
3852,118,25.04,6.40,1671,8
3854,118,25.04,6.10,1871,8
3856,118,25.04,5.80,1871,8
3859,118,25.04,5.90,1871,8
3861,118,25.05,5.60,1871,8
3864,118,25.05,5.50,1871,8
3866,118,25.05,5.20,1871,8
3869,118,25.05,5.10,1871,8
3871,118,25.05,5.30,2000,8
3873,118,25.05,5.20,2000,8
3876,118,25.05,5.00,2000,9
3878,118,25.04,4.80,2000,9
3881,118,25.05,4.70,2000,9
3883,118,25.05,4.50,2000,9
3886,118,25.05,4.40,2000,9
3888,118,25.05,4.40,2057,10
3891,118,25.05,4.30,2057,10
3893,118,25.05,4.20,2057,10
3896,118,25.05,4.30,2057,10
3898,118,25.05,4.10,2057,9
3901,118,25.05,4.20,2057,9
3903,118,25.05,4.10,2057,9
3905,118,25.05,4.00,2057,9
3908,118,25.05,4.10,2100,9
3910,118,25.05,3.90,2100,9
3913,118,25.05,4.20,2100,9
3915,118,25.05,4.00,2100,9
3918,118,25.05,4.10,2100,9
3920,118,25.05,3.80,2100,9
3923,118,25.05,3.80,2100,10
3925,118,25.05,3.80,2128,10
3927,118,25.05,3.80,2128,10
3930,118,25.05,3.60,2128,10
3933,118,25.05,3.50,2128,10
3935,118,25.05,3.70,2128,10
3937,118,25.05,3.60,2128,10
3940,118,25.05,3.50,2128,10
3943,118,25.05,3.40,2128,10
3945,118,25.05,3.50,2128,10
3948,118,25.05,3.50,2128,10
3950,118,25.05,3.40,2128,10
3953,118,25.05,3.30,2128,10
3955,118,25.05,3.50,2128,10
3958,118,25.05,3.50,2142,11
3960,118,25.05,3.40,2142,11
3963,118,25.05,3.30,2142,11
3965,118,25.05,3.30,2142,11
3968,118,25.06,3.50,2142,11
3970,118,25.06,3.30,2142,11
3973,118,25.05,3.10,2142,11
3975,118,25.05,3.10,2142,11
3978,118,25.05,3.10,2142,11
3980,118,25.05,3.10,2142,10
3983,118,25.05,3.00,2142,10
3985,118,25.05,3.00,2142,10
3988,118,25.05,2.90,2142,10
3990,118,25.05,3.20,2142,10
3993,118,25.05,3.00,2142,10
3995,118,25.05,2.90,2142,10
3998,118,25.05,3.20,2128,10
4000,1047,25.05,3.00,2128,10
4003,1047,25.06,3.10,2128,10
4006,1047,25.06,3.00,2128,10
4008,1047,25.06,3.10,2128,10
4011,1047,25.05,3.00,2128,10
4013,1047,25.05,3.30,2128,10
4016,1047,25.05,3.20,2142,10
4019,1047,25.05,3.10,2142,10
4021,1047,25.05,3.30,2142,10
4024,1047,25.05,3.20,2142,10
4027,1047,25.06,3.20,2142,15
4029,1047,25.06,3.10,2142,15
4032,1047,25.06,3.10,2142,15
4034,1047,25.05,3.10,2142,15
4037,1047,25.05,3.20,2142,15
4042,1047,23.68,120.30,5328,32
4046,1047,24.37,140.30,8500,32
4053,1047,23.32,141.20,8500,66
4055,1047,23.15,152.20,8500,66
4056,1047,23.21,158.70,8500,66
4058,1047,23.21,149.00,8500,66
4059,1047,23.04,152.00,8500,66
4063,1047,23.35,152.50,11157,121
4065,1047,23.31,158.50,11157,121
4069,1047,23.99,161.40,11157,121
4071,1047,23.64,158.70,11157,121
4074,1047,23.93,154.50,11157,199
4075,1047,23.93,149.60,11157,199
4077,1047,23.44,146.50,12614,199
4080,1047,24.02,143.40,12614,199
4085,1047,24.00,138.60,12614,291
4089,1047,23.87,141.90,12614,291
4091,1047,23.81,138.60,12614,291
4094,1047,23.92,133.80,14900,291
4095,1047,23.92,133.30,14900,291
4097,1047,23.91,133.30,14900,373
4100,1047,23.91,129.40,14900,373
4103,1047,23.93,133.60,14900,373
4106,1047,23.92,130.20,14900,373
4109,1047,24.04,129.10,14900,438
4113,1047,24.05,127.60,15514,438
4115,1047,24.07,119.70,15514,438
4118,1047,24.03,123.10,15514,438
4121,1047,24.15,121.60,15514,493
4124,1047,24.15,114.30,15514,493
4127,1047,24.16,118.00,15514,493
4136,1047,24.27,103.10,16542,532
4138,1047,24.09,102.10,16542,532
4142,1047,24.07,97.20,15814,532
4144,1047,24.21,99.10,15814,559
4146,1047,24.15,103.40,15814,559
4150,1047,24.16,97.50,15814,559
4156,1047,24.18,99.90,16971,578
4158,1047,24.14,101.00,16971,578
4160,1047,24.27,100.30,16971,578
4162,1047,24.23,94.90,16971,578
4164,1047,24.29,91.80,16971,578
4166,1047,24.24,95.10,16971,592
4168,1047,24.26,97.30,16971,592
4170,1047,24.24,100.00,16971,592
4176,1047,24.23,92.30,17700,592
4178,1047,24.27,86.70,17700,601
4194,1047,24.32,82.70,16471,608
4196,1047,24.29,84.60,16471,608
4198,1047,24.16,90.10,16471,608
4200,1047,24.16,92.30,16471,608
4202,1047,24.21,92.50,16471,613
4204,1047,24.29,90.30,16728,613
4206,1047,24.23,85.00,16728,613
4208,1047,24.25,79.80,16728,613
4210,1047,24.23,79.30,16728,613
4216,1047,24.20,88.20,16728,615
4218,1047,24.19,88.40,16728,615
4220,1047,24.19,85.20,16871,615
4222,1047,24.28,79.90,16871,615
4224,1047,24.15,75.00,16871,614
4234,1047,24.25,87.30,16871,614
4236,1047,24.25,82.60,17000,615
4238,1047,24.19,77.50,17000,615
4240,1047,24.19,76.30,17000,615
4242,1047,24.27,78.90,17000,615
4244,1047,24.17,82.90,17000,615
4246,1047,24.18,84.90,17000,615
4248,1047,24.30,85.30,17000,614
4250,1047,24.21,82.60,17000,614
4256,1047,24.28,74.50,16871,614
4258,1047,24.24,78.60,16871,614
4260,1047,24.24,84.10,16871,613
4262,1047,24.27,85.70,16871,613
4264,1047,24.29,85.10,16871,613
4266,1047,24.25,80.90,16871,613
4268,1047,24.33,75.90,16771,613
4271,1047,24.23,73.50,16771,615
4274,1047,24.21,79.40,16771,615
4277,1047,24.24,80.90,16771,615
4280,1047,24.27,83.70,16771,615
4283,1047,24.25,83.60,16771,615
4286,1047,24.27,76.90,16771,615
4288,1047,24.25,72.30,16728,615
4291,1047,24.22,79.60,16728,615
4294,1047,24.25,86.10,16728,614
4299,1047,24.30,75.40,16357,614
4301,1047,24.17,79.40,16357,614
4303,1047,24.23,84.00,16357,614
4306,1047,24.25,87.00,16357,615
4310,1047,24.25,84.00,16357,615
4313,1047,24.25,79.20,16357,615
4315,1047,24.20,74.70,16357,615
4317,1047,24.20,73.40,16671,615
4320,1047,24.27,80.00,16671,613
4323,1047,24.25,86.30,16671,613
4326,1047,24.28,90.30,16671,613
4328,1047,24.28,89.50,16671,613
4331,1047,24.22,82.90,16671,616
4334,1047,24.27,79.80,16671,616
4337,1047,24.28,81.60,16700,616
4340,1047,24.25,84.30,16700,616
4343,1047,24.16,90.00,16700,619
4346,1047,24.28,92.40,16700,619
4349,1047,24.25,89.70,16700,619
4351,1047,24.25,81.50,16700,619
4354,1047,24.25,80.40,16571,617
4357,1047,24.25,87.10,16571,617
4360,1047,24.12,95.10,16571,617
4363,1047,24.14,97.40,16571,617
4366,1047,24.23,96.30,16571,617
4369,1047,24.24,89.00,16571,617
4371,1047,24.33,82.80,16571,617
4374,1047,24.24,88.10,17000,617
4377,1047,24.24,92.20,17000,617
4380,1047,24.10,93.50,17000,617
4383,1047,24.25,89.80,17000,617
4386,1047,24.34,87.20,17000,617
4389,1047,24.19,81.90,17000,618
4391,1047,24.25,77.90,16971,618
4394,1047,24.27,88.30,16971,618
4397,1047,24.25,92.80,16971,618
4400,1047,24.29,91.00,16971,617
4405,1047,24.21,87.00,16571,617
4407,1047,24.26,81.60,16571,617
4409,1047,24.19,79.90,16571,617
4412,1047,24.28,81.90,16014,616
4414,1047,24.29,87.00,16014,616
4417,1047,24.26,88.60,16014,616
4420,1047,24.21,86.60,16014,616
4423,1047,24.28,78.70,16014,615
4426,1047,24.10,81.20,16014,615
4429,1047,24.18,88.50,16357,615
4432,1047,24.25,91.80,16357,615
4435,1047,24.26,88.70,16357,614
4454,1047,24.25,79.90,16257,614
4458,1047,24.24,86.60,17771,614
4460,1047,24.24,88.80,17771,614
4462,1047,24.22,89.60,17771,614
4464,1047,24.25,87.40,17771,614
4466,1047,24.25,82.40,17771,614
4468,1047,24.18,77.70,17771,614
4470,1047,24.26,80.90,17771,613
4476,1047,24.17,90.00,16728,613
4478,1047,24.28,90.50,16728,613
4480,1047,24.26,87.70,16728,613
4482,1047,24.23,82.60,16728,615
4484,1047,24.20,80.90,16728,615
4486,1047,24.29,81.00,16728,615
4488,1047,24.31,84.30,16728,615
4490,1047,24.23,88.20,16257,615
4496,1047,24.34,87.20,16257,617
4498,1047,24.22,81.80,16257,617
4500,1047,24.21,79.20,16257,617
4502,1047,24.23,82.00,16257,617
4505,1047,24.27,88.60,16257,616
4507,1047,24.25,91.20,16728,616
4509,1047,24.25,90.10,16728,616
4511,1047,24.25,86.00,16728,616
4514,1047,24.25,80.70,16728,616
4517,1047,24.25,80.50,16728,614
4520,1047,24.21,77.60,16728,614
4523,1047,24.23,86.50,16728,614
4525,1047,24.30,90.00,17100,614
4528,1047,24.31,88.60,17100,614
4531,1047,24.21,84.00,17100,614
4534,1047,24.22,78.30,17100,614
4537,1047,24.19,85.60,17100,614
4540,1047,24.19,87.20,17100,614
4543,1047,24.15,89.20,17100,614
4546,1047,24.28,87.10,16385,614
4548,1047,24.30,79.50,16385,614
4551,1047,24.28,79.90,16385,614
4554,1047,24.22,84.20,16385,614
4557,1047,24.14,90.60,16385,614
4560,1047,24.19,89.70,16514,614
4563,1047,24.19,88.40,16514,612
4566,1047,24.25,83.00,16514,612
4568,1047,24.16,78.00,16514,612
4571,1047,24.23,83.30,16514,612
4574,1047,24.16,88.70,16514,614
4577,1047,24.25,89.40,16514,614
4580,1047,24.17,85.60,16600,614
4583,1047,24.24,77.80,16600,614
4586,1047,24.24,77.20,16600,615
4589,1047,24.21,77.10,16600,615
4591,1047,24.25,86.00,16600,615
4594,1047,24.22,89.10,16600,615
4597,1047,24.20,87.00,16171,615
4600,1047,24.27,79.60,16171,615
4603,1047,24.21,77.10,16171,615
4606,1047,24.26,82.60,16171,615
4609,1047,24.32,84.70,16171,615
4612,1047,24.32,88.20,16171,618
4614,1047,24.29,89.20,16171,618
4617,1047,24.32,83.40,17000,618
4622,1047,24.27,77.00,17100,616
4624,1047,24.16,81.80,17100,616
4626,1047,24.23,85.70,17100,616
4629,1047,24.19,86.30,17100,616
4631,1047,24.25,81.00,17100,616
4634,1047,24.27,76.10,16357,613
4637,1047,24.18,78.60,16357,613
4640,1047,24.26,84.80,16357,613
4643,1047,24.22,93.00,16357,613
4646,1047,24.18,93.20,16357,610
4649,1047,24.25,86.60,16357,610
4652,1047,24.17,80.30,16357,610
4654,1047,24.16,86.80,16642,610
4657,1047,24.19,91.80,16642,611
4660,1047,24.23,94.10,16642,611
4663,1047,24.25,94.70,16642,611
4666,1047,24.19,89.00,16642,611
4669,1047,24.25,83.50,16642,613
4672,1047,24.22,90.30,16442,613
4674,1047,24.30,94.10,16442,613
4677,1047,24.25,95.50,16442,613
4680,1047,24.23,87.70,16442,613
4683,1047,24.31,82.40,16442,613
4686,1047,24.18,88.20,16442,613
4689,1047,24.27,92.60,16871,613
4692,1047,24.27,92.30,16871,612
