Time (ms),dshot,Voltage (V),Current (A),RPM,Thrust (g)
3614,118,0,0,0,0
3615,118,16.78,0,0,0
3617,118,16.78,0,0,0
3618,118,16.78,0,0,0
3620,118,16.78,0,0,0
3621,118,16.78,0,0,0
3623,118,16.78,0,0,0
3624,118,16.78,0,0,0
3625,118,16.78,0,0,0
3626,118,16.78,0,0,0
3627,118,16.78,0,0,0
3628,118,16.78,0,0,0
3630,118,16.78,0,0,0
3632,118,16.78,0,0,0
3634,118,16.78,0,0,0
3636,118,16.78,0,0,0
3638,118,16.78,0,0,0
3640,118,16.78,0,0,0
3643,118,16.78,0,0,0
3645,118,16.78,0,0,0
3647,118,16.78,0,0,0
3649,118,16.78,0,0,0
3651,118,16.78,0,0,0
3653,118,16.78,0,0,0
3656,118,16.78,0,0,0
3658,118,16.78,0,0,0
3660,118,16.78,0,0,0
3662,118,16.78,0,0,0
3664,118,16.78,0,0,0
3666,118,16.78,0,0,0
3669,118,16.78,0,0,0
3671,118,16.78,0,0,0
3673,118,16.78,0,0,0
3675,118,16.78,0,0,0
3677,118,16.78,0,0,0
3679,118,16.78,0,0,0
3682,118,16.78,0,0,0
3684,118,16.78,0,0,0
3686,118,16.78,0,0,0
3688,118,16.78,0,0,0
3690,118,16.78,0,0,0
3693,118,16.78,0,0,0
3695,118,16.78,0,0,0
3697,118,16.78,0,0,0
3699,118,16.78,0,0,0
3701,118,16.78,0,0,0
3703,118,16.78,0,0,0
3706,118,16.78,0,0,0
3708,118,16.78,0,0,0
3710,118,16.78,0,0,0
3715,118,16.78,0,0,0
3716,118,16.78,0,0,0
3718,118,16.78,0,0,0
3719,118,16.78,0,0,0
3721,118,16.78,0,0,0
3723,118,16.78,0,0,0
3725,118,16.78,0,0,0
3727,118,16.78,0,0,0
3730,118,16.78,0,0,0
3732,118,16.78,0,0,0
3734,118,16.78,0,0,0
3736,118,16.78,0,0,0
3738,118,16.78,0,0,0
3740,118,16.78,0,0,0
3742,118,16.78,0,0,0
3745,118,16.78,0,0,0
3747,118,16.78,0,0,0
3749,118,16.78,0,0,0
3751,118,16.78,0.1,0,0
3753,118,16.78,0.2,0,0
3755,118,16.78,0.2,0,0
3758,118,16.78,0.3,0,0
3760,118,16.78,0.3,0,0
3762,118,16.78,0.4,0,0
3764,118,16.78,0.5,0,0
3766,118,16.78,1.1,0,0
3768,118,16.78,1.6,0,0
3771,118,16.78,2.2,0,0
3773,118,16.78,2.6,614,0
3775,118,16.78,3.2,614,0
3777,118,16.78,4,614,0
3780,118,16.78,4.3,614,0
3782,118,16.76,4.6,614,0
3785,118,16.76,4.4,614,0
3787,118,16.76,4.2,614,0
3789,118,16.76,4.3,614,0
3792,118,16.76,4.4,614,0
3794,118,16.76,4.7,614,0
3796,118,16.76,5.4,614,0
3799,118,16.76,5.7,614,0
3801,118,16.76,6,614,0
3803,118,16.76,6.1,614,0
3806,118,16.76,6.3,614,0
3808,118,16.76,6.5,614,0
3810,118,16.76,6.8,342,0
3813,118,16.76,7.2,342,0
3815,118,16.76,7.4,342,0
3817,118,16.76,6.7,342,0
3820,118,16.76,6.3,342,0
3822,118,16.76,6.3,342,0
3824,118,16.76,6.4,342,0
3827,118,16.76,6.5,342,0
3829,118,16.76,6.8,342,0
3831,118,16.76,7.1,271,0
3834,118,16.76,7.8,271,1
3836,118,16.76,7.4,271,1
3838,118,16.76,7,271,1
3841,118,16.76,7,271,1
3843,118,16.76,7.1,585,1
3846,118,16.76,7.4,585,1
3848,118,16.76,7.5,585,1
3850,118,16.76,7.4,585,1
